age,education_level,years_experience,job_role,industry,certifications,hours_per_week,location,performance_score,communication_skill,leadership_skill,salary
45,none,4,manager,healthcare,6,36,suburban,94.0,56,23,68400.0
49,bachelor,10,intern,law,6,50,urban,,30,3,42500.0
52,high_school,14,developer,finance,2,37,remote,50.0,52,69,30000.0
20,high_school,14,analyst,freelance,2,46,urban,37.0,75,90,29800.0
50,none,8,intern,marketing,7,33,remote,5.0,28,53,28100.0
43,master,34,consultant,finance,7,22,rural,49.0,73,8,89300.0
24,master,30,support,law,4,55,rural,45.0,14,43,64400.0
29,high_school,14,sales,healthcare,7,54,rural,,18,51,35200.0
46,bachelor,24,researcher,IT,0,64,suburban,77.0,41,85,76500.0
32,high_school,5,intern,healthcare,4,17,rural,72.0,27,28,17600.0
34,none,8,analyst,education,1,51,urban,69.0,32,79,24800.0
60,phd,37,consultant,education,1,16,urban,95.0,1,53,99700.0
61,none,30,manager,finance,4,27,rural,77.0,78,54,97600.0
38,high_school,32,consultant,IT,3,37,rural,37.0,47,22,53900.0
54,master,11,researcher,healthcare,1,29,rural,36.0,62,100,60000.0
49,bachelor,37,designer,manufacturing,4,64,rural,11.0,0,9,66100.0
25,bachelor,16,developer,freelance,2,57,urban,65.0,88,23,56300.0
54,master,0,analyst,manufacturing,1,14,urban,36.0,80,94,32100.0
27,none,32,sales,education,6,67,suburban,38.0,49,57,48800.0
21,none,30,manager,IT,4,51,urban,1.0,53,9,84900.0
61,high_school,29,designer,IT,0,58,suburban,29.0,75,63,45500.0
51,bachelor,29,manager,,2,50,remote,97.0,88,55,80500.0
35,master,22,researcher,IT,7,24,suburban,80.0,18,44,80600.0
23,high_school,16,consultant,law,4,36,rural,42.0,48,39,29400.0
36,bachelor,20,consultant,finance,2,60,urban,7.0,9,89,54300.0
21,phd,7,designer,freelance,4,55,remote,8.0,74,26,80600.0
64,high_school,6,,finance,5,16,suburban,89.0,74,95,37600.0
37,none,16,consultant,freelance,6,59,urban,89.0,50,87,30700.0
19,high_school,34,designer,education,7,62,remote,,12,2,58200.0
42,bachelor,31,analyst,law,0,23,suburban,,79,40,66000.0
56,bachelor,34,designer,manufacturing,5,48,urban,60.0,73,97,57200.0
45,high_school,25,manager,freelance,7,68,remote,93.0,15,17,84600.0
51,,2,researcher,education,2,37,rural,81.0,55,5,37200.0
44,master,8,analyst,marketing,0,53,urban,60.0,26,9,37100.0
34,master,0,analyst,,1,67,remote,46.0,13,48,35800.0
26,high_school,2,,marketing,2,33,suburban,22.0,97,83,27100.0
48,bachelor,12,analyst,finance,3,66,urban,67.0,11,10,46600.0
24,bachelor,22,developer,education,0,22,suburban,81.0,43,40,48600.0
50,master,34,analyst,marketing,2,41,urban,60.0,62,25,80400.0
59,none,16,intern,healthcare,4,61,suburban,56.0,90,25,42700.0
46,high_school,7,manager,IT,3,54,rural,,86,3,51500.0
49,bachelor,25,analyst,education,6,29,suburban,19.0,56,55,74200.0
21,bachelor,24,sales,finance,6,19,remote,,54,65,58700.0
50,bachelor,11,analyst,freelance,6,27,suburban,36.0,84,1,52200.0
52,,16,manager,freelance,5,48,remote,80.0,19,20,100800.0
45,master,26,designer,freelance,4,51,rural,29.0,1,91,82200.0
54,master,37,sales,,6,50,rural,13.0,63,100,94200.0
39,high_school,23,support,finance,3,26,remote,1.0,55,26,46500.0
54,bachelor,11,intern,freelance,2,62,rural,67.0,15,71,56300.0
27,none,38,researcher,finance,4,35,remote,,4,22,90000.0
41,none,10,sales,,5,45,suburban,,83,88,44600.0
62,high_school,24,sales,healthcare,1,52,rural,10.0,45,50,32900.0
26,high_school,0,consultant,education,7,37,rural,35.0,37,15,39700.0
57,none,23,designer,IT,0,61,remote,67.0,66,93,37900.0
61,master,4,consultant,healthcare,3,13,suburban,47.0,19,1,38800.0
62,bachelor,28,researcher,finance,6,42,urban,62.0,32,50,86300.0
41,none,27,developer,manufacturing,0,68,urban,96.0,69,93,43600.0
20,phd,19,designer,marketing,6,32,rural,33.0,28,63,79600.0
31,none,23,developer,law,2,33,remote,82.0,32,31,56800.0
18,master,10,sales,marketing,6,53,rural,83.0,55,26,55700.0
46,master,9,sales,IT,1,19,suburban,8.0,11,12,48800.0
54,high_school,22,designer,finance,1,29,suburban,72.0,92,53,49300.0
31,master,17,researcher,law,0,17,rural,43.0,42,14,76200.0
57,high_school,4,intern,freelance,7,67,suburban,,18,5,39100.0
20,,8,developer,IT,1,69,rural,87.0,7,2,27400.0
43,master,3,analyst,finance,4,65,suburban,50.0,7,84,50000.0
20,high_school,36,intern,education,4,59,remote,18.0,86,15,75100.0
46,bachelor,11,developer,finance,4,16,urban,10.0,64,79,54000.0
60,master,13,manager,freelance,0,22,suburban,73.0,77,5,76900.0
35,bachelor,7,manager,marketing,7,27,rural,78.0,81,46,62300.0
48,high_school,17,consultant,manufacturing,1,18,remote,,40,28,19500.0
51,bachelor,21,developer,manufacturing,1,66,remote,34.0,29,70,41100.0
34,bachelor,24,support,finance,6,27,remote,,40,69,66700.0
23,phd,38,manager,marketing,7,59,remote,82.0,12,43,134500.0
50,none,6,manager,education,2,66,suburban,36.0,87,64,40100.0
33,bachelor,9,analyst,law,1,38,urban,53.0,50,9,30400.0
62,high_school,15,researcher,IT,5,66,remote,51.0,4,78,55700.0
26,high_school,31,,healthcare,0,20,remote,46.0,30,79,58700.0
19,high_school,0,manager,education,2,42,urban,51.0,92,57,39000.0
26,none,10,analyst,finance,7,68,rural,17.0,46,12,45900.0
35,high_school,13,support,healthcare,1,61,urban,,25,81,29000.0
62,high_school,7,sales,freelance,2,10,rural,77.0,6,99,15900.0
35,,0,designer,marketing,7,12,remote,91.0,75,21,67300.0
30,phd,29,designer,finance,3,14,suburban,52.0,58,99,94100.0
35,,18,developer,law,6,33,urban,13.0,6,75,48800.0
39,bachelor,24,developer,manufacturing,5,68,rural,93.0,2,1,69000.0
31,phd,28,manager,finance,3,51,suburban,86.0,25,22,116100.0
61,master,5,,manufacturing,4,35,urban,98.0,82,56,48300.0
52,phd,13,manager,manufacturing,7,11,urban,5.0,61,55,105100.0
20,,39,developer,IT,0,53,urban,77.0,70,11,94800.0
42,none,26,support,marketing,7,27,rural,92.0,78,44,58900.0
24,master,26,manager,manufacturing,1,40,urban,77.0,71,62,87500.0
36,master,18,analyst,finance,3,59,urban,66.0,9,3,61700.0
30,none,28,consultant,healthcare,4,59,urban,,22,96,39400.0
23,bachelor,39,intern,marketing,3,59,urban,60.0,6,86,88400.0
36,phd,6,sales,IT,0,69,rural,46.0,73,30,62900.0
64,none,6,researcher,freelance,1,26,remote,36.0,31,87,32000.0
42,phd,34,,finance,1,57,rural,16.0,54,10,96700.0
35,bachelor,9,support,healthcare,6,22,rural,63.0,7,30,54700.0
44,high_school,30,manager,finance,1,10,suburban,52.0,63,94,75300.0
51,high_school,15,researcher,marketing,4,61,rural,30.0,35,70,51100.0
22,high_school,24,manager,law,7,15,rural,65.0,52,53,85800.0
35,high_school,23,consultant,law,2,60,urban,9.0,53,55,47700.0
25,phd,20,developer,law,0,22,remote,45.0,63,43,69900.0
62,none,6,manager,IT,4,42,remote,4.0,63,69,54000.0
52,bachelor,18,intern,healthcare,6,54,urban,12.0,13,61,60000.0
27,master,33,developer,manufacturing,4,52,suburban,57.0,69,47,92000.0
64,phd,5,consultant,law,5,20,rural,93.0,8,93,78300.0
49,high_school,39,intern,IT,0,65,rural,53.0,59,33,57400.0
32,high_school,25,sales,IT,4,63,rural,54.0,94,85,40300.0
27,,30,designer,healthcare,5,43,remote,92.0,25,29,107300.0
61,phd,23,intern,law,5,34,suburban,87.0,79,53,97000.0
58,bachelor,16,consultant,healthcare,3,42,remote,81.0,69,48,60300.0
46,bachelor,11,analyst,manufacturing,0,53,remote,10.0,6,21,38000.0
21,high_school,28,manager,finance,7,63,rural,82.0,61,70,93300.0
53,none,28,consultant,law,4,67,rural,90.0,67,81,49700.0
56,master,4,researcher,IT,3,26,suburban,89.0,26,89,51000.0
53,master,0,developer,finance,3,61,remote,24.0,36,85,48800.0
58,none,12,consultant,healthcare,2,41,remote,43.0,71,83,26800.0
43,phd,7,,finance,7,13,suburban,58.0,19,89,70600.0
29,phd,13,researcher,education,0,49,suburban,,5,30,76400.0
45,high_school,8,manager,healthcare,5,44,suburban,53.0,47,40,68600.0
27,,28,analyst,IT,0,39,suburban,34.0,86,56,57900.0
44,bachelor,28,designer,freelance,6,23,rural,44.0,7,79,54900.0
48,master,31,manager,finance,2,54,urban,24.0,68,12,102600.0
24,master,14,designer,healthcare,6,52,rural,22.0,99,78,62400.0
63,bachelor,34,intern,marketing,7,66,rural,17.0,20,76,87500.0
46,master,19,designer,freelance,6,65,rural,18.0,71,93,80900.0
55,bachelor,26,manager,law,4,27,urban,3.0,50,55,82200.0
33,none,22,researcher,manufacturing,3,58,remote,69.0,16,18,59300.0
27,bachelor,20,support,healthcare,7,22,rural,,12,9,63300.0
35,bachelor,32,support,freelance,4,63,suburban,,12,2,47700.0
43,none,18,support,law,6,40,rural,,87,32,48500.0
63,phd,21,manager,education,7,64,suburban,2.0,25,61,130400.0
22,bachelor,18,sales,marketing,1,67,suburban,77.0,94,72,42100.0
40,phd,19,support,marketing,0,44,remote,92.0,32,67,71700.0
40,master,21,intern,law,2,14,rural,14.0,16,76,61100.0
39,high_school,39,support,marketing,2,44,suburban,41.0,32,100,56600.0
64,phd,28,consultant,healthcare,2,26,suburban,65.0,2,63,79000.0
49,,7,analyst,healthcare,7,53,suburban,55.0,28,18,44200.0
18,phd,23,consultant,finance,3,66,remote,35.0,60,84,84800.0
51,master,3,sales,education,6,13,suburban,65.0,45,27,51700.0
48,master,5,manager,education,1,43,suburban,26.0,62,2,77800.0
49,master,38,,education,2,10,rural,9.0,21,6,259900.0
21,high_school,27,analyst,IT,0,57,remote,25.0,22,66,37000.0
39,bachelor,17,analyst,manufacturing,3,26,urban,13.0,10,64,64800.0
23,high_school,14,intern,IT,4,40,rural,11.0,99,49,32300.0
57,phd,16,researcher,healthcare,1,63,remote,38.0,24,100,87500.0
50,master,17,consultant,IT,1,18,rural,43.0,85,9,70500.0
41,phd,9,support,law,0,67,rural,,78,33,76300.0
34,high_school,23,manager,,5,63,urban,38.0,47,58,100000.0
55,high_school,6,support,marketing,5,46,urban,93.0,68,55,38700.0
21,high_school,19,designer,finance,4,34,rural,88.0,28,52,45400.0
52,bachelor,35,consultant,,5,46,remote,27.0,10,0,70100.0
31,master,8,developer,freelance,6,46,urban,79.0,69,36,58000.0
59,bachelor,25,support,marketing,0,15,suburban,7.0,42,19,49000.0
36,,27,,finance,7,29,rural,,24,7,214300.0
19,master,8,designer,manufacturing,7,38,remote,41.0,25,99,73100.0
56,high_school,33,sales,education,0,15,urban,69.0,6,65,62400.0
56,phd,18,manager,freelance,6,67,suburban,,41,0,111100.0
22,bachelor,26,sales,law,0,36,suburban,10.0,3,84,68600.0
42,bachelor,19,intern,education,3,26,rural,2.0,75,10,53100.0
28,phd,21,sales,marketing,0,63,suburban,59.0,8,68,77300.0
29,bachelor,4,manager,finance,4,49,suburban,28.0,5,59,61400.0
52,none,32,developer,,0,22,rural,38.0,76,30,54700.0
48,bachelor,32,developer,manufacturing,7,62,urban,62.0,95,9,75500.0
56,bachelor,23,designer,manufacturing,7,67,rural,75.0,58,61,72100.0
63,,4,designer,healthcare,7,36,urban,6.0,75,28,66700.0
59,master,7,analyst,law,3,61,remote,7.0,78,55,46800.0
20,none,34,designer,freelance,2,46,rural,50.0,41,46,34200.0
20,master,38,manager,education,6,52,suburban,9.0,93,58,126800.0
41,bachelor,0,manager,marketing,5,67,remote,39.0,90,96,69600.0
53,high_school,28,developer,IT,2,14,remote,24.0,49,92,48300.0
63,bachelor,21,analyst,manufacturing,7,15,suburban,42.0,46,92,66500.0
52,,21,designer,marketing,5,34,rural,51.0,68,18,83600.0
46,bachelor,3,,healthcare,2,59,urban,96.0,42,7,32200.0
41,master,11,designer,marketing,5,19,suburban,40.0,53,70,61900.0
42,bachelor,39,,finance,3,49,remote,33.0,34,94,80400.0
62,none,3,sales,education,0,18,suburban,44.0,87,4,19500.0
42,master,14,researcher,finance,4,16,suburban,82.0,36,73,70600.0
63,none,9,support,IT,5,12,suburban,10.0,74,69,28300.0
33,phd,17,support,law,3,31,suburban,43.0,87,25,68300.0
44,high_school,9,,manufacturing,6,49,remote,,37,40,48100.0
29,,25,sales,manufacturing,2,57,rural,77.0,47,34,62300.0
18,high_school,17,manager,finance,2,48,suburban,11.0,16,58,47600.0
61,bachelor,22,analyst,marketing,6,18,remote,83.0,95,31,67000.0
26,bachelor,28,designer,marketing,0,43,urban,72.0,44,52,129400.0
36,none,26,researcher,healthcare,2,49,remote,0.0,55,56,71400.0
39,phd,36,developer,,3,13,urban,39.0,12,31,84500.0
51,bachelor,39,designer,freelance,4,60,suburban,53.0,73,43,68700.0
47,phd,6,researcher,law,6,29,urban,16.0,52,16,89600.0
30,phd,5,sales,freelance,7,46,suburban,28.0,96,27,64000.0
52,high_school,34,researcher,law,0,63,rural,71.0,76,59,48200.0
59,,10,designer,manufacturing,4,12,suburban,37.0,72,58,75300.0
37,master,2,designer,healthcare,4,61,rural,19.0,53,26,35400.0
38,high_school,14,support,,2,69,rural,15.0,57,49,32600.0
54,master,27,researcher,,7,63,urban,28.0,40,84,104300.0
30,none,11,support,manufacturing,2,58,urban,79.0,44,8,17800.0
25,none,35,developer,manufacturing,3,63,suburban,21.0,53,68,74100.0
42,high_school,24,manager,freelance,3,62,urban,,70,66,73800.0
22,high_school,39,support,,1,12,suburban,66.0,37,38,74100.0
52,high_school,32,consultant,healthcare,0,21,suburban,58.0,54,30,57000.0
23,none,32,consultant,finance,7,59,remote,12.0,69,84,69400.0
36,bachelor,20,analyst,marketing,4,11,suburban,57.0,3,46,65500.0
33,high_school,9,intern,manufacturing,7,44,urban,3.0,39,12,43500.0
36,none,36,consultant,IT,7,49,rural,63.0,93,77,60300.0
51,,22,developer,healthcare,4,35,rural,58.0,60,15,87900.0
55,none,32,consultant,healthcare,7,60,urban,,45,44,67300.0
40,none,12,consultant,healthcare,6,15,remote,69.0,68,78,44900.0
39,master,10,,freelance,3,47,suburban,7.0,20,97,72600.0
41,master,23,,law,4,18,suburban,75.0,79,37,77000.0
54,high_school,35,sales,finance,0,32,urban,14.0,82,79,35000.0
48,bachelor,12,support,manufacturing,1,42,rural,71.0,53,92,42800.0
61,none,0,support,marketing,2,33,rural,85.0,25,56,26500.0
41,high_school,10,sales,healthcare,0,28,suburban,56.0,42,32,39200.0
53,master,34,sales,education,0,56,rural,89.0,3,13,60000.0
35,high_school,12,designer,manufacturing,2,45,suburban,49.0,37,85,30700.0
36,high_school,14,researcher,education,3,66,rural,89.0,52,86,58200.0
59,bachelor,18,analyst,education,7,66,remote,50.0,43,1,54200.0
31,master,30,intern,manufacturing,5,68,rural,95.0,37,20,76300.0
33,none,8,sales,healthcare,0,67,remote,80.0,21,9,22000.0
55,high_school,10,,marketing,3,23,remote,69.0,35,16,22300.0
55,phd,3,intern,education,1,35,urban,16.0,65,57,56700.0
31,phd,22,sales,finance,4,21,rural,59.0,24,30,68700.0
38,none,17,designer,,4,15,remote,59.0,68,3,39400.0
31,bachelor,21,analyst,manufacturing,7,33,rural,32.0,74,39,63900.0
54,master,3,consultant,IT,1,32,remote,46.0,33,17,43300.0
54,high_school,10,researcher,IT,0,31,suburban,23.0,84,94,38300.0
56,high_school,29,researcher,education,3,44,urban,78.0,59,97,79100.0
63,high_school,15,designer,healthcare,2,51,rural,75.0,0,49,54800.0
32,bachelor,37,researcher,freelance,7,28,rural,11.0,39,77,91200.0
18,high_school,36,manager,IT,4,32,remote,61.0,60,3,102100.0
46,phd,18,support,education,1,38,suburban,71.0,75,93,73700.0
31,none,10,designer,healthcare,2,26,urban,44.0,24,60,48400.0
28,phd,38,analyst,IT,5,38,urban,17.0,87,51,90100.0
31,master,22,sales,education,0,23,suburban,83.0,3,22,70400.0
47,high_school,0,designer,finance,0,46,remote,64.0,41,34,4100.0
51,high_school,2,analyst,finance,5,68,suburban,86.0,70,53,36200.0
57,phd,20,designer,finance,0,29,urban,19.0,1,40,78100.0
57,phd,14,analyst,manufacturing,7,45,suburban,77.0,61,0,84300.0
38,high_school,0,developer,law,0,45,suburban,95.0,93,70,28400.0
19,phd,22,consultant,manufacturing,3,55,remote,43.0,75,16,88200.0
51,,38,intern,marketing,3,53,urban,27.0,71,99,62500.0
25,bachelor,18,developer,IT,5,19,suburban,,17,80,54400.0
24,none,13,developer,marketing,0,34,rural,17.0,87,6,27500.0
60,high_school,4,intern,finance,3,17,suburban,,36,42,17100.0
59,none,17,developer,law,3,62,remote,47.0,5,53,45400.0
64,bachelor,21,support,,6,22,suburban,79.0,12,98,55300.0
50,master,36,consultant,law,3,60,rural,44.0,45,53,96100.0
37,high_school,23,intern,education,2,30,rural,53.0,35,77,54600.0
41,none,4,sales,freelance,3,36,urban,34.0,10,39,27600.0
54,master,33,,manufacturing,6,17,urban,64.0,6,72,103400.0
31,high_school,25,analyst,manufacturing,5,44,urban,18.0,53,61,50700.0
32,master,4,intern,healthcare,4,65,remote,11.0,63,11,51300.0
29,master,3,designer,manufacturing,0,13,urban,13.0,16,1,38200.0
57,master,14,manager,IT,4,46,rural,3.0,8,61,89500.0
53,none,35,designer,IT,3,53,rural,15.0,44,1,72300.0
45,master,8,manager,marketing,3,66,suburban,32.0,87,31,77100.0
62,none,31,researcher,healthcare,1,45,suburban,11.0,8,37,66000.0
21,bachelor,29,support,freelance,3,66,urban,2.0,2,68,50300.0
19,high_school,20,sales,,0,12,suburban,21.0,85,7,50300.0
22,phd,18,researcher,law,0,28,urban,15.0,64,31,84400.0
42,high_school,2,support,education,5,57,urban,95.0,46,28,24700.0
29,bachelor,20,developer,IT,1,17,remote,92.0,71,78,50200.0
50,master,13,developer,manufacturing,3,16,remote,98.0,2,70,59000.0
43,phd,16,intern,healthcare,1,27,urban,54.0,10,69,64800.0
45,none,15,analyst,marketing,4,22,rural,82.0,26,21,40100.0
53,bachelor,39,consultant,freelance,0,34,suburban,17.0,100,9,62300.0
38,phd,24,intern,manufacturing,6,33,rural,62.0,92,96,85000.0
21,master,12,consultant,law,4,25,suburban,75.0,30,2,71000.0
47,high_school,36,consultant,manufacturing,6,23,remote,22.0,92,16,68500.0
22,high_school,36,support,healthcare,6,25,remote,8.0,65,78,79400.0
61,,19,support,,3,63,urban,48.0,32,7,82600.0
48,high_school,12,manager,law,4,68,urban,,4,67,62500.0
37,none,24,consultant,manufacturing,1,14,urban,23.0,56,75,29400.0
19,high_school,15,support,law,5,14,urban,26.0,25,36,34900.0
43,master,18,developer,law,4,64,urban,14.0,0,16,56700.0
55,bachelor,37,sales,freelance,2,22,remote,39.0,67,78,66400.0
50,master,33,researcher,freelance,5,23,remote,6.0,32,2,110600.0
40,master,34,designer,law,5,55,remote,43.0,32,54,79100.0
61,high_school,32,developer,finance,3,69,rural,55.0,2,32,63900.0
32,high_school,9,consultant,finance,4,53,suburban,,57,20,34400.0
21,none,3,developer,healthcare,6,37,suburban,4.0,27,57,27900.0
31,high_school,3,designer,,6,13,remote,,78,8,38500.0
22,bachelor,25,designer,healthcare,2,14,urban,65.0,66,37,38900.0
45,master,12,support,manufacturing,7,46,rural,22.0,21,41,60800.0
58,phd,11,developer,marketing,2,10,rural,42.0,93,50,67500.0
37,phd,7,researcher,education,6,13,suburban,97.0,26,62,97300.0
37,bachelor,38,researcher,law,2,32,urban,71.0,77,60,382900.0
64,bachelor,28,support,healthcare,0,42,urban,30.0,55,21,55900.0
33,phd,9,sales,education,5,13,suburban,73.0,21,100,66200.0
29,bachelor,6,developer,finance,1,67,rural,49.0,50,93,26100.0
52,none,3,consultant,healthcare,0,46,remote,85.0,96,77,28900.0
52,bachelor,33,developer,finance,3,27,urban,44.0,44,34,70600.0
27,high_school,23,developer,IT,6,63,urban,78.0,44,29,50700.0
23,master,16,,IT,0,57,remote,83.0,11,16,56900.0
52,none,29,intern,IT,5,47,remote,46.0,82,67,73500.0
21,high_school,33,manager,freelance,3,10,urban,75.0,32,84,73300.0
50,high_school,28,developer,finance,2,31,urban,72.0,44,19,42600.0
33,,12,consultant,marketing,4,24,rural,49.0,97,69,50200.0
30,high_school,16,sales,law,3,50,urban,86.0,8,10,45200.0
24,none,13,support,IT,7,25,suburban,88.0,20,72,45500.0
31,phd,29,manager,education,6,67,rural,8.0,92,5,121500.0
25,none,7,researcher,healthcare,6,37,remote,26.0,21,68,41500.0
28,phd,18,support,education,7,16,rural,5.0,65,70,99800.0
32,phd,39,developer,IT,2,67,remote,28.0,12,31,107100.0
39,bachelor,4,intern,healthcare,3,34,suburban,25.0,14,2,42600.0
33,bachelor,5,developer,education,2,28,suburban,49.0,93,28,46900.0
46,high_school,23,consultant,healthcare,4,41,remote,12.0,91,42,32100.0
43,bachelor,23,support,law,1,50,remote,49.0,34,84,55900.0
63,phd,5,analyst,finance,1,16,rural,71.0,59,80,60500.0
22,high_school,5,manager,manufacturing,0,11,rural,82.0,31,6,38000.0
24,master,16,sales,,2,33,urban,51.0,13,45,61600.0
18,phd,8,analyst,,5,20,remote,90.0,2,60,64600.0
58,none,30,manager,marketing,1,39,rural,41.0,49,83,88800.0
35,none,36,designer,education,5,21,rural,90.0,87,61,76900.0
49,none,37,intern,law,7,10,suburban,52.0,18,0,69000.0
53,none,8,support,finance,1,55,rural,17.0,69,16,27400.0
49,high_school,20,support,healthcare,2,27,urban,59.0,10,52,49000.0
53,phd,23,analyst,law,3,34,suburban,60.0,41,47,81000.0
40,master,24,researcher,freelance,6,30,rural,5.0,1,10,76900.0
40,phd,2,researcher,finance,5,69,urban,29.0,39,35,69200.0
33,bachelor,34,intern,education,2,56,remote,52.0,85,19,174100.0
32,high_school,21,,healthcare,5,48,remote,41.0,25,88,41800.0
33,master,34,developer,education,4,42,urban,1.0,87,40,68000.0
52,master,10,manager,manufacturing,5,28,remote,100.0,0,29,76700.0
64,phd,14,support,finance,1,26,urban,23.0,10,81,66700.0
47,master,27,developer,marketing,7,35,urban,76.0,61,69,86400.0
36,bachelor,24,manager,healthcare,6,58,remote,23.0,5,83,82600.0
61,master,32,researcher,manufacturing,5,31,urban,46.0,61,70,97900.0
27,master,36,intern,IT,3,43,rural,96.0,46,5,78700.0
46,phd,32,analyst,law,3,31,remote,99.0,45,88,78900.0
32,none,2,consultant,law,1,63,urban,20.0,79,92,10200.0
52,none,29,analyst,freelance,6,18,rural,97.0,92,97,61900.0
