Age,Gender,Education,Marital_Status,Job_Type,Region,Income,Expenses,Savings,Credit_Score,Years_of_Experience,Loan_Amount,Loan_Approval,Default_Risk,Future_Income
68,Male,Bachelor,Married,Construction,South,55656,41044,9483,571,50,275685,0,0,58476
47,Male,Bachelor,Single,Finance,West,48500,35374,13649,599,31,153993,0,1,53094
55,Male,Master,Widowed,Unemployed,North,26065,13079,18313,772,34,48937,0,0,29277
51,Female,High School,Widowed,Education,East,38593,25131,22035,457,32,187952,0,0,50636
29,Female,Bachelor,Divorced,Education,North,48098,27826,27072,526,14,307293,0,0,48579
36,Male,Bachelor,Single,Unemployed,East,39274,28531,14414,720,21,451714,0,0,47429
54,Female,PhD,Single,Education,West,40851,18690,31447,323,37,493990,0,1,49316
61,Male,PhD,Single,IT,North,73630,41367,36382,837,46,466118,1,1,78705
66,Female,Bachelor,Single,Education,South,50431,27368,24620,839,47,84030,1,1,49950
34,Female,Bachelor,Single,Construction,North,51773,24693,36473,427,13,306940,0,0,63796
27,Male,Bachelor,Married,Unemployed,East,39887,29744,15744,393,8,179268,0,0,44358
66,Female,Bachelor,Divorced,IT,West,67663,25910,50263,720,49,135174,1,0,71636
64,Female,Bachelor,Married,Construction,South,46811,17542,25330,571,46,198831,0,1,47735
29,Female,Bachelor,Divorced,Construction,South,42187,24825,15060,783,12,212894,1,0,46736
33,Male,High School,Single,Unemployed,West,26288,16528,7672,304,15,142113,0,1,24991
41,Female,Master,Single,Unemployed,West,49083,19501,32490,456,24,90521,0,1,48496
36,Female,Master,Widowed,Finance,North,41719,20665,32175,351,16,402390,0,0,40460
25,Female,High School,Single,Unemployed,North,75268,58203,13370,542,6,132521,0,0,95650
48,Male,Master,Single,Healthcare,South,77658,32873,51311,719,34,67933,1,0,84569
38,Male,Bachelor,Single,Education,North,31470,19957,7500,724,23,38691,0,0,37256
34,Female,Bachelor,Single,Unemployed,East,33167,22224,23530,379,15,382450,0,1,42000
40,Male,Bachelor,Single,Healthcare,East,45855,24030,15841,653,19,386232,1,0,50293
54,Male,PhD,Divorced,Healthcare,North,37759,29027,14433,592,34,266567,0,1,44598
33,Male,Bachelor,Widowed,Finance,South,53261,35595,24067,415,12,355406,0,0,62806
23,Male,Master,Single,Healthcare,North,45100,23856,26344,828,4,98374,1,0,61930
25,Male,Bachelor,Single,Education,West,54207,31693,20127,779,4,8303,1,0,78619
42,Male,Master,Single,IT,West,65241,42165,19794,587,24,313797,0,0,78639
35,Male,Master,Divorced,Construction,South,34036,20288,22110,776,15,425393,0,0,27100
42,Female,Master,Divorced,Education,South,64928,48004,24166,324,27,243615,0,0,71311
29,Female,PhD,Widowed,Finance,West,39070,18692,27551,730,12,277034,0,0,40842
32,Male,High School,Single,IT,West,82227,36997,53009,577,14,485716,0,0,97967
43,Female,Bachelor,Widowed,Finance,East,74314,30239,38394,616,27,162878,1,0,76534
58,Male,Bachelor,Married,Education,North,48303,15403,27070,657,41,78136,1,0,50608
62,Male,Bachelor,Divorced,Construction,South,35546,11428,22761,575,41,490196,0,0,41501
43,Male,Master,Single,Healthcare,West,32677,24018,8260,643,24,32230,0,0,34341
64,Female,High School,Divorced,Unemployed,South,63104,40335,21837,730,46,242498,1,0,66888
49,Female,Master,Widowed,Unemployed,West,49543,31225,21705,738,29,283610,1,0,60723
27,Male,Master,Married,Healthcare,South,63903,38809,32670,761,10,152548,1,0,71094
33,Female,High School,Single,Finance,South,83063,60188,23405,569,17,495773,0,0,92095
24,Female,Bachelor,Divorced,IT,East,38444,20764,15603,730,6,454128,0,0,39645
34,Male,High School,Married,Unemployed,East,31547,23193,14418,320,19,294876,0,0,35596
40,Female,Master,Widowed,Construction,East,52888,25371,28107,442,25,265668,0,0,54830
43,Male,High School,Widowed,Finance,East,67171,51275,18432,652,24,143447,1,0,66575
38,Female,High School,Divorced,Construction,East,35893,23306,12924,764,18,12837,0,0,34308
39,Female,High School,Divorced,Unemployed,West,50519,21651,32567,767,19,290252,1,1,58447
24,Female,High School,Single,Finance,North,70550,41063,26417,812,7,284995,1,0,66915
31,Female,Bachelor,Widowed,IT,West,25506,14449,16688,763,13,293744,0,0,34990
32,Female,Master,Single,Education,North,53529,19749,35616,693,14,263821,1,0,64921
24,Male,Bachelor,Divorced,Healthcare,East,41898,24955,15121,357,10,282332,0,0,42226
26,Male,High School,Married,Construction,South,51862,23721,32795,425,6,49777,0,0,63234
68,Female,Bachelor,Single,Construction,South,60646,19781,39038,760,53,403705,1,0,66548
65,Male,Bachelor,Widowed,IT,North,53312,41280,10426,351,51,351762,0,0,63268
25,Male,Bachelor,Divorced,Construction,North,34846,21630,9209,568,4,210591,0,0,38756
67,Male,Bachelor,Divorced,Education,West,42481,31370,4593,395,47,496995,0,0,54524
40,Male,Bachelor,Single,Education,North,71398,45553,30516,572,21,406911,0,0,85061
46,Male,Bachelor,Single,IT,West,54933,26284,36477,622,28,264918,1,0,67736
35,Female,Bachelor,Divorced,Finance,East,62604,34829,27522,432,20,267374,0,0,75824
48,Male,Bachelor,Single,Finance,South,53754,34288,17473,388,31,430319,0,0,65393
47,Female,High School,Divorced,Construction,South,62136,48473,6601,304,33,162422,0,0,72195
69,Male,PhD,Widowed,Construction,West,44057,18805,16385,656,51,212890,1,0,40262
56,Female,High School,Married,IT,North,38487,28383,15737,642,41,257593,0,0,43506
52,Male,Bachelor,Single,Education,West,61455,46831,6753,503,32,449624,0,0,59440
35,Female,PhD,Widowed,IT,North,66910,42501,20689,770,16,156426,1,0,73584
59,Male,High School,Widowed,Finance,North,36285,27781,11921,763,38,230410,0,0,44478
56,Female,High School,Single,Education,North,41360,20636,23172,796,41,255598,1,0,44532
34,Male,Bachelor,Widowed,Construction,West,47551,36923,14251,362,19,185607,0,0,59039
31,Female,High School,Divorced,Finance,East,74297,48396,27935,538,13,16355,0,0,80324
48,Male,Bachelor,Single,Healthcare,South,58447,18761,39901,839,28,428454,1,0,60807
41,Male,Master,Married,Finance,West,30138,22707,3741,497,25,244977,0,0,31384
52,Male,Bachelor,Divorced,Education,East,48605,26355,21079,329,32,153216,0,0,61772
61,Female,Bachelor,Widowed,Education,South,46311,24552,22313,508,41,75779,0,0,54369
62,Male,Bachelor,Widowed,IT,West,32400,18896,6052,362,43,353016,0,0,35088
51,Female,Master,Married,Education,West,48428,18145,28351,356,37,55094,0,0,53891
20,Other,Bachelor,Married,Healthcare,East,45649,24403,21384,732,6,122383,1,1,54813
54,Male,PhD,Widowed,Healthcare,West,44575,31896,11234,607,34,481432,1,0,43784
60,Other,Bachelor,Married,Education,South,43889,13506,30670,765,45,277738,1,0,53817
57,Male,High School,Married,Construction,East,72070,31455,45958,406,37,220139,0,0,75808
43,Female,Bachelor,Widowed,Education,West,44544,13417,37084,600,23,126562,0,0,53167
40,Other,Master,Divorced,Construction,South,50745,25771,34530,345,26,227823,0,0,64076
61,Other,High School,Single,Education,West,49118,32622,10956,376,43,238772,0,0,47652
56,Male,Master,Widowed,Finance,East,42424,29670,12650,468,36,153064,0,0,49968
32,Female,Bachelor,Married,Education,West,51192,39550,19779,428,13,232131,0,0,66283
66,Male,PhD,Married,Finance,South,50980,30804,13447,567,50,104185,0,0,50104
21,Male,Master,Divorced,Construction,North,51196,21876,25438,718,3,474194,1,0,56425
46,Male,Bachelor,Widowed,Education,West,37111,28281,7751,460,32,327580,0,1,50523
39,Male,Master,Widowed,Construction,West,46908,32256,26873,357,24,428109,0,0,54310
42,Female,PhD,Married,Healthcare,South,61404,36057,22474,683,26,130039,1,0,64391
30,Male,Bachelor,Widowed,Unemployed,South,47302,30643,24078,809,10,94236,1,0,50930
35,Other,PhD,Married,IT,East,52426,39956,14330,729,14,48388,1,1,59023
50,Female,High School,Married,Construction,North,52505,34453,14319,639,34,411258,1,0,55225
33,Female,Master,Married,Finance,East,56260,27240,45019,325,14,294721,0,1,54273
62,Female,Bachelor,Single,IT,South,58379,38326,23026,671,48,149566,1,0,61099
59,Female,Bachelor,Married,Unemployed,South,47387,15170,36098,335,38,91811,0,0,44079
61,Male,Master,Divorced,Education,South,36329,17917,23084,830,42,44248,0,0,34921
19,Female,Bachelor,Widowed,Finance,South,31719,15959,20044,566,4,94425,0,0,30875
52,Male,Bachelor,Single,IT,East,65265,25023,53002,731,31,170834,1,0,72432
59,Male,High School,Widowed,IT,North,61553,19176,53306,318,39,348853,0,0,77282
51,Male,PhD,Divorced,Construction,South,59740,21906,35176,638,30,383155,1,1,77715
47,Female,Bachelor,Single,Education,East,62168,38998,35263,439,32,209376,0,0,73564
30,Male,High School,Widowed,Education,East,47576,33357,12718,366,14,476261,0,1,62284
30,Male,Bachelor,Single,Education,East,40626,32261,11976,829,16,137083,1,0,43826
35,Male,Bachelor,Married,Construction,East,35293,16700,13335,668,14,224895,0,0,47918
49,Male,Bachelor,Married,Construction,East,33659,20184,20658,560,30,233760,0,0,40193
49,Female,High School,Widowed,Education,South,68182,52402,16243,502,29,459598,0,0,76825
52,Female,Bachelor,Divorced,IT,South,42602,16338,22516,709,33,480824,1,1,47997
56,Other,PhD,Single,Unemployed,North,65822,43365,30399,379,36,303980,0,0,62731
63,Male,PhD,Single,Education,North,47196,31974,24403,412,47,328701,0,0,55807
69,Male,Master,Widowed,Construction,North,39856,13729,35477,436,52,459829,0,1,49849
46,Male,Master,Married,Education,North,33584,24537,3432,488,28,260194,0,0,30031
66,Female,High School,Single,Construction,West,41177,29093,21951,576,50,106751,0,1,43315
46,Male,Bachelor,Married,Education,East,71273,22572,49198,402,31,291425,0,0,86840
61,Male,Master,Married,Unemployed,East,33736,11657,34336,406,45,101574,0,0,44522
33,Male,High School,Divorced,IT,East,81751,26533,60342,472,15,414164,0,0,92865
61,Male,High School,Married,IT,West,37390,17475,23171,630,42,421855,0,0,51736
64,Male,Bachelor,Married,Construction,East,61249,33971,29320,490,48,146308,0,0,71478
27,Female,Bachelor,Single,Construction,East,47821,27075,22677,524,7,160531,0,0,50211
47,Female,High School,Divorced,Finance,East,45191,19605,24188,622,26,69589,1,0,60178
42,Male,Bachelor,Divorced,Healthcare,East,30928,23375,4212,807,28,488768,0,0,31001
56,Male,PhD,Widowed,Finance,East,48524,23491,25219,847,40,161872,1,0,50299
37,Male,High School,Widowed,Construction,North,32625,10530,30049,433,19,35271,0,0,49107
22,Female,Bachelor,Widowed,Unemployed,West,24776,11152,8640,336,6,498982,0,0,25726
18,Female,Bachelor,Divorced,Construction,South,51793,29291,31205,392,0,370571,0,0,64185
47,Female,Master,Married,Education,North,40468,20400,22784,374,33,362301,0,0,54072
66,Male,Bachelor,Divorced,Finance,West,75265,32884,48288,482,47,140250,0,0,82802
20,Female,High School,Married,Healthcare,East,65000,23768,47397,758,6,102984,1,0,78401
62,Other,High School,Widowed,Finance,West,75461,53545,28557,708,43,149348,1,0,91469
31,Female,Bachelor,Widowed,IT,East,39786,31752,10146,506,11,150900,0,0,42245
47,Male,High School,Married,IT,East,52042,24187,30116,544,32,11149,0,0,60019
67,Female,Bachelor,Married,Finance,West,10689,5246,11913,632,52,360008,0,0,15043
21,Female,Bachelor,Widowed,Unemployed,South,45772,27876,14689,824,5,481888,1,0,45178
35,Male,High School,Married,Finance,East,51477,33934,13570,593,21,427234,0,0,56001
54,Male,Bachelor,Divorced,Unemployed,East,52310,25946,26040,572,35,320925,0,0,53549
42,Female,Bachelor,Widowed,Construction,North,49364,37144,15660,678,25,429592,1,0,64646
65,Female,High School,Divorced,Unemployed,West,50998,29578,33024,325,44,442178,0,0,57513
18,Other,Master,Widowed,Education,West,9301,4884,6656,843,3,469668,0,1,11629
63,Male,PhD,Single,IT,West,53843,33562,32281,390,44,402762,0,0,64339
32,Female,High School,Divorced,Healthcare,North,57251,44449,17379,775,17,327704,1,0,69490
26,Male,High School,Single,Education,West,70070,48858,20944,487,12,413577,0,0,82914
32,Other,PhD,Widowed,Unemployed,West,55531,17770,45496,494,12,73895,0,0,65286
66,Male,Master,Divorced,Finance,East,48038,22393,26430,833,45,321309,1,0,48288
41,Male,Master,Divorced,IT,South,66574,35635,34195,384,20,82670,0,0,74793
21,Male,Bachelor,Divorced,Finance,South,14639,6693,3264,376,3,245864,0,0,24091
29,Female,Bachelor,Married,IT,North,42275,27482,9249,629,10,231233,1,0,38948
54,Male,PhD,Divorced,Healthcare,West,38512,27464,15816,682,35,307516,0,0,44321
54,Female,Bachelor,Divorced,Education,North,49482,32938,24062,732,38,377949,1,0,49233
60,Female,Bachelor,Single,Healthcare,South,17019,13524,15223,676,40,172854,0,0,22075
23,Male,Master,Divorced,Healthcare,North,69794,30449,37298,640,6,136971,1,0,75028
56,Male,Master,Married,Education,East,46252,34110,21460,476,40,497709,0,0,58370
63,Male,PhD,Divorced,Unemployed,East,54781,37432,25921,725,46,101628,1,0,62012
41,Male,Bachelor,Single,Education,East,53346,25664,27226,723,23,103956,1,0,64758
28,Female,High School,Divorced,Unemployed,West,68937,45985,31892,473,13,127684,0,0,77190
30,Female,High School,Divorced,Healthcare,East,22070,7769,21022,705,15,137054,0,0,17987
51,Male,Master,Single,Finance,North,51684,35903,23491,381,34,103879,0,0,56664
42,Female,High School,Widowed,Education,East,67192,38041,41987,320,27,79060,0,0,64564
24,Male,High School,Divorced,Healthcare,West,48530,21651,34382,697,10,74843,1,0,65665
69,Female,Master,Widowed,Healthcare,East,35730,22434,4611,629,49,390312,0,0,38478
21,Other,Bachelor,Single,Healthcare,East,40941,25416,19137,524,7,208361,0,0,42788
25,Male,Master,Single,Finance,West,44105,17851,20419,701,10,179245,1,0,55361
37,Female,Bachelor,Widowed,Construction,West,39184,12350,29591,737,19,375813,0,0,45562
46,Female,Bachelor,Married,Construction,East,47707,24655,25520,571,27,495652,0,0,62648
68,Male,High School,Married,Education,South,72623,42466,29238,579,51,377473,0,0,81610
62,Female,Bachelor,Single,Construction,East,41039,30299,7601,522,42,438724,0,0,51827
63,Male,High School,Married,IT,North,42684,32615,9417,808,43,481191,1,1,51331
27,Male,Bachelor,Married,Unemployed,West,56896,32112,25098,641,8,305938,1,1,59492
60,Female,Bachelor,Single,Education,East,47377,32069,16649,341,45,287897,0,1,65639
51,Female,High School,Divorced,Education,South,30062,15621,16968,475,31,497844,0,0,40906
43,Female,Bachelor,Divorced,Healthcare,East,49082,33034,20974,544,25,118684,0,0,52489
58,Female,Master,Divorced,Unemployed,North,48516,19522,29431,552,40,467347,0,0,50607
66,Male,PhD,Married,IT,West,64635,31382,41651,573,52,418427,0,0,71504
20,Female,Bachelor,Widowed,Construction,North,35417,21856,15369,633,4,32238,0,0,40409
23,Female,High School,Married,Education,South,64734,20007,51349,310,2,89243,0,0,65723
22,Female,Master,Divorced,Unemployed,North,48532,32090,16919,451,3,51086,0,0,59300
22,Female,Bachelor,Single,IT,North,33380,23959,25139,488,7,465634,0,1,47049
64,Female,PhD,Single,Finance,West,30368,15170,19534,510,44,32639,0,0,30688
40,Male,Bachelor,Single,Finance,North,79015,41401,47790,396,23,477518,0,0,94167
66,Male,Bachelor,Married,Healthcare,South,47601,34541,11590,638,50,202761,1,0,53566
26,Female,PhD,Widowed,IT,South,64047,44053,19758,346,12,123058,0,0,76970
52,Female,Bachelor,Divorced,Education,West,24378,10825,14292,356,34,193512,0,0,35320
37,Female,High School,Single,Finance,South,89565,41377,62552,374,18,218268,0,0,100243
66,Male,Bachelor,Divorced,Unemployed,South,63398,40539,23795,553,51,436388,0,0,72396
59,Male,High School,Divorced,Finance,South,46168,26851,17199,469,40,261799,0,0,56046
52,Male,Master,Married,Unemployed,South,45407,17305,36606,445,37,436276,0,0,57123
67,Female,Bachelor,Single,Construction,South,61018,27761,35551,332,49,488659,0,1,74058
35,Male,High School,Married,Construction,South,60157,45117,15949,814,21,375892,1,0,63979
34,Female,Master,Divorced,IT,South,52737,33967,17718,556,13,58350,0,0,57275
41,Other,Bachelor,Divorced,Construction,East,50163,39778,14829,425,22,81779,0,1,51209
20,Male,High School,Divorced,IT,South,58416,39927,25802,412,0,57848,0,0,73150
49,Male,High School,Single,Education,West,23874,18406,11408,641,32,116546,0,1,28624
52,Male,Master,Single,Education,East,44430,18131,25902,347,35,113903,0,1,56495
55,Male,Bachelor,Single,Education,South,25297,17347,5011,663,37,90122,0,1,33234
30,Male,Master,Divorced,Construction,South,59068,18317,22655,697,11,187310,1,1,60429
64,Female,High School,Divorced,Construction,West,39862,25327,11807,494,47,283834,0,0,42391
42,Female,High School,Widowed,Healthcare,South,26426,14128,12437,620,23,120571,0,0,28982
26,Male,Master,Single,Finance,East,38093,18032,21765,437,8,404879,0,0,51604
21,Female,Bachelor,Divorced,Unemployed,East,52240,38198,14687,654,0,273333,1,0,57720
31,Female,Bachelor,Divorced,Education,West,46921,34117,28808,369,14,418889,0,0,56767
54,Male,PhD,Widowed,Construction,South,32402,10081,26777,782,34,401805,0,0,34869
51,Female,High School,Widowed,Finance,West,24426,14771,5466,358,37,447223,0,0,30752
28,Male,Master,Divorced,Education,South,51108,24731,31654,688,12,106945,1,0,59568
58,Male,Bachelor,Single,Education,East,41288,20967,24278,650,40,438320,1,0,41718
20,Female,High School,Married,Unemployed,South,46128,33028,9850,638,4,348161,1,0,51259
45,Male,Bachelor,Married,Finance,South,47604,21656,29392,735,31,394368,1,1,56209
46,Male,PhD,Married,Finance,East,56450,43552,17548,749,32,354172,1,0,84746
26,Male,Bachelor,Single,Construction,East,62704,24443,45383,676,5,445526,1,0,62962
20,Female,Bachelor,Divorced,Finance,East,52197,32955,12363,690,0,400378,1,1,61847
42,Male,Bachelor,Married,Finance,South,45193,28745,21688,780,26,85110,1,0,53465
51,Female,Master,Married,Construction,West,50371,21462,37958,413,31,159165,0,0,58639
29,Female,PhD,Single,Education,East,44911,20765,35584,471,12,100400,0,0,52036
59,Male,Master,Divorced,Unemployed,South,25361,18193,3037,317,40,272311,0,0,27995
26,Male,Master,Divorced,Finance,West,66379,45197,22452,534,8,310887,0,0,74427
32,Male,High School,Single,Unemployed,North,63551,29522,35783,609,12,286669,1,0,75550
57,Male,Master,Married,Healthcare,North,79825,45259,39943,580,43,125819,0,0,94785
42,Male,High School,Divorced,IT,South,84207,27859,57524,495,25,419203,0,0,101195
22,Male,Master,Divorced,Unemployed,South,32359,13085,17697,414,8,87074,0,0,31033
28,Male,High School,Married,Finance,East,44969,24414,23640,696,7,336310,1,0,53095
51,Male,Bachelor,Single,Unemployed,South,87673,30070,57915,717,36,144724,1,0,92714
41,Female,Bachelor,Married,Finance,West,49391,35643,18558,583,21,383228,0,1,48265
32,Male,Master,Widowed,IT,South,53663,35364,16251,627,11,95902,1,0,69244
55,Female,Master,Divorced,Healthcare,West,27183,20980,3091,640,37,116817,0,1,32153
